timeframe,n_obs,lag_k,market_y,pearson_r,pearson_p,coint_t,coint_p,coint_crit_1pct,coint_crit_5pct,coint_crit_10pct,adf_resid_stat,adf_resid_p,adf_resid_crit_1pct,adf_resid_crit_5pct,adf_resid_crit_10pct,ols_alpha,ols_beta,n_used,sample_start,sample_end,is_cointegrated_coint_p_5pct,is_cointegrated_adf_p_5pct,evidence_any_5pct
1d,100,5,KRW-BERA,0.11644704936639078,0.24859849505648396,-1.5977279344488478,0.721848037526735,-4.010486025915723,-3.398544335271911,-3.087567926742169,-2.135570566378063,0.2304540553800956,-3.502704609582561,-2.8931578098779522,-2.583636712914788,1641.521579624401,8.860405958346322e-06,93,2025-05-15 00:00:00,2025-08-22 00:00:00,False,False,False
1d,100,10,KRW-BERA,0.06452590794577907,0.5235962287464233,-1.2598726229701867,0.841517911862744,-4.010486025915723,-3.398544335271911,-3.087567926742169,-2.168418181639546,0.21790680372182758,-3.502704609582561,-2.8931578098779522,-2.583636712914788,2259.874892792919,4.857536523353768e-06,93,2025-05-10 00:00:00,2025-08-17 00:00:00,False,False,False
1d,100,3,KRW-DOGE,0.7502836860463946,2.5935581451758047e-19,-2.893452371030569,0.1377517739425252,-4.010486025915723,-3.398544335271911,-3.087567926742169,-3.246516102374911,0.017445168926048134,-3.502704609582561,-2.8931578098779522,-2.583636712914788,-364.79670917388,4.200684819979121e-06,93,2025-05-17 00:00:00,2025-08-24 00:00:00,False,True,True
1d,100,5,KRW-DOGE,0.7372663335301646,2.2067046852260174e-18,-1.3031150138195,0.8287937058034921,-4.010486025915723,-3.398544335271911,-3.087567926742169,-3.501174600716643,0.007956979020103264,-3.498198082189098,-2.891208211860468,-2.5825959973472097,-348.73753930863893,4.1029393340998464e-06,99,2025-05-15 00:00:00,2025-08-22 00:00:00,False,True,True
1d,100,10,KRW-DOGE,0.6247766210723384,3.732903449752718e-12,-2.3911614273301294,0.32905249868446,-4.010486025915723,-3.398544335271911,-3.087567926742169,-3.0143785532002774,0.03357326825306975,-3.5011373281819504,-2.8924800524857854,-2.5832749307479226,-244.48126772863276,3.4399511976045503e-06,95,2025-05-10 00:00:00,2025-08-17 00:00:00,False,True,True
1d,100,3,KRW-QTUM,0.47335153502918437,6.570972418947796e-07,-1.9656081687246105,0.5464024843499171,-4.010486025915723,-3.398544335271911,-3.087567926742169,-2.3360601125867113,0.16060141315570736,-3.5003788874873405,-2.8921519665075235,-2.5830997960069446,-305.9772417427961,2.15245405502504e-05,96,2025-05-17 00:00:00,2025-08-24 00:00:00,False,False,False
1d,100,5,KRW-QTUM,0.44259803900931594,4.011178526130207e-06,-2.4395200426256194,0.30637304729891535,-4.010486025915723,-3.398544335271911,-3.087567926742169,-3.224219404627282,0.018624876074341344,-3.5003788874873405,-2.8921519665075235,-2.5830997960069446,-67.16743297336097,2.0004867738311862e-05,96,2025-05-15 00:00:00,2025-08-22 00:00:00,False,True,True
1d,100,10,KRW-QTUM,0.4657012164444353,1.0477862299352202e-06,-2.1303577339875233,0.46051221529655467,-4.010486025915723,-3.398544335271911,-3.087567926742169,-1.7091387525524562,0.42641017431318035,-3.506057133647011,-2.8946066061911946,-2.5844100201994697,-178.6683477415237,2.0825257968363086e-05,89,2025-05-10 00:00:00,2025-08-17 00:00:00,False,False,False
1d,100,3,KRW-CBK,0.6701984739979125,2.4202324193778697e-14,-3.036441070227199,0.10179546088388691,-4.010486025915723,-3.398544335271911,-3.087567926742169,-3.595890523110816,0.005840079885808292,-3.498198082189098,-2.891208211860468,-2.5825959973472097,-655.6406020261591,9.355187363719145e-06,99,2025-05-17 00:00:00,2025-08-24 00:00:00,False,True,True
1d,100,5,KRW-CBK,0.625413186850682,3.4980697208765944e-12,-2.5999585108002106,0.23684674410749434,-4.010486025915723,-3.398544335271911,-3.087567926742169,-3.28541114001894,0.015543325341854063,-3.498198082189098,-2.891208211860468,-2.5825959973472097,-549.1980181079916,8.677451363219023e-06,99,2025-05-15 00:00:00,2025-08-22 00:00:00,False,True,True
1d,100,10,KRW-CBK,0.45960499369779806,1.5075514415173052e-06,-1.902702231493561,0.5786356804896442,-4.010486025915723,-3.398544335271911,-3.087567926742169,-2.8454486104528107,0.0520692841164135,-3.498198082189098,-2.891208211860468,-2.5825959973472097,-180.9417548016198,6.3090898336417504e-06,99,2025-05-10 00:00:00,2025-08-17 00:00:00,False,False,False
1d,100,3,KRW-CKB,0.7724094943177263,4.950788817160442e-21,-3.6865938470000628,0.019065290129866276,-4.010486025915723,-3.398544335271911,-3.087567926742169,-3.6261775227944426,0.005279845520594863,-3.4989097606014496,-2.891516256916761,-2.5827604414827157,-13.564468264902347,1.292788717921709e-07,98,2025-05-17 00:00:00,2025-08-24 00:00:00,True,True,True
1d,100,5,KRW-CKB,0.7710684603539493,6.372652493909724e-21,-3.843907352663628,0.011834406311076807,-4.010486025915723,-3.398544335271911,-3.087567926742169,-3.881989121302862,0.002171469064684535,-3.498198082189098,-2.891208211860468,-2.5825959973472097,-13.378475857933811,1.2827705711740155e-07,99,2025-05-15 00:00:00,2025-08-22 00:00:00,True,True,True
1d,100,10,KRW-CKB,0.7419423708256085,1.0378735546717396e-18,-3.1078526813391236,0.08673647933221812,-4.010486025915723,-3.398544335271911,-3.087567926742169,-3.4510077336574687,0.00933815876243713,-3.4989097606014496,-2.891516256916761,-2.5827604414827157,-12.347162985348564,1.2211894415985774e-07,98,2025-05-10 00:00:00,2025-08-17 00:00:00,False,True,True
